Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
217462,Far Cry 2,PC,2008.0,User_Count,1345.0
217463,Oil Rush,PC,2012.0,User_Count,55.0
217464,Psychonauts,XB,2005.0,User_Count,71.0
217465,Psychonauts,PS2,2005.0,User_Count,61.0
217466,Dead Island,X360,2011.0,User_Count,627.0
217467,Dead Island,PS3,2011.0,User_Count,405.0
217468,Dead Island,PC,2011.0,User_Count,1428.0
217469,GRID 2,PS3,2013.0,User_Count,173.0
217470,GRID 2,X360,2013.0,User_Count,156.0
217471,GRID 2,PC,2013.0,User_Count,571.0
217478,Prison Architect,PS4,2016.0,User_Count,19.0
217479,Prison Architect,XOne,2016.0,User_Count,7.0
217480,Valkyria Chronicles,PS3,2008.0,User_Count,433.0
217482,The Crew,PS4,2014.0,User_Count,575.0
217483,The Crew,XOne,2014.0,User_Count,176.0
217484,The Crew,X360,2014.0,User_Count,94.0
217485,The Crew,PC,2014.0,User_Count,463.0
217486,Sonic Generations,PS3,2011.0,User_Count,253.0
217487,Sonic Generations,X360,2011.0,User_Count,340.0
217488,Sonic Generations,3DS,2011.0,User_Count,108.0
217489,Sonic Generations,PC,2011.0,User_Count,337.0
217490,Dungeon Defenders,PC,2011.0,User_Count,399.0
217491,TERA,PC,,User_Count,742.0
217492,Mafia II,X360,2010.0,User_Count,458.0
217493,Mafia II,PS3,2010.0,User_Count,297.0
217494,Mafia II,PC,2010.0,User_Count,1238.0
217495,APB Reloaded,PC,2011.0,User_Count,269.0
217496,Deadpool,PS3,2013.0,User_Count,221.0
217497,Deadpool,X360,2013.0,User_Count,368.0
217498,Deadpool,PS4,2015.0,User_Count,68.0
217499,Deadpool,XOne,2015.0,User_Count,23.0
217500,Counter-Strike,XB,2003.0,User_Count,51.0
217501,Project CARS,PS4,2015.0,User_Count,363.0
217502,Project CARS,XOne,2015.0,User_Count,135.0
217503,Project CARS,PC,2015.0,User_Count,418.0
217504,World of Goo,PC,2008.0,User_Count,607.0
217505,Machinarium,PC,2009.0,User_Count,526.0
217506,Braid,PC,2009.0,User_Count,819.0
217507,Botanicula,PC,2012.0,User_Count,341.0
217508,Terraria,X360,2013.0,User_Count,139.0
217509,Terraria,PS3,2013.0,User_Count,70.0
217510,Terraria,PC,2011.0,User_Count,1613.0
217511,Terraria,PSV,2013.0,User_Count,112.0
217512,Terraria,3DS,2016.0,User_Count,21.0
217513,Terraria,PS4,2014.0,User_Count,47.0
217514,Terraria,XOne,2014.0,User_Count,29.0
217515,Terraria,WiiU,2016.0,User_Count,7.0
217516,Saints Row 2,X360,2008.0,User_Count,307.0
217517,Saints Row 2,PS3,2008.0,User_Count,135.0
217518,Saints Row 2,PC,2009.0,User_Count,380.0
217519,GRID,PS3,2008.0,User_Count,109.0
217520,GRID,X360,2008.0,User_Count,131.0
217521,GRID,DS,,User_Count,15.0
217522,GRID,PC,,User_Count,463.0
217523,Darksiders,X360,2010.0,User_Count,292.0
217524,Darksiders,PC,2010.0,User_Count,603.0
217525,Darksiders,PS3,2010.0,User_Count,319.0
217526,Worms Reloaded,PC,2010.0,User_Count,185.0
217527,Alan Wake,X360,2010.0,User_Count,1156.0
217528,Alan Wake,PC,2012.0,User_Count,1473.0
217529,Peggle Nights,PC,2008.0,User_Count,24.0
217532,Bejeweled 3,PS3,,User_Count,5.0
217533,Bejeweled 3,X360,,User_Count,11.0
217534,Bejeweled 3,PC,2010.0,User_Count,86.0
217535,The Book of Unwritten Tales,PC,2009.0,User_Count,144.0
217536,The Movies,PC,2005.0,User_Count,131.0
217537,The Testament of Sherlock Holmes,PS3,2012.0,User_Count,34.0
217538,The Testament of Sherlock Holmes,PC,2012.0,User_Count,128.0
217539,The Testament of Sherlock Holmes,X360,2012.0,User_Count,30.0
217540,Indigo Prophecy,PS2,2005.0,User_Count,104.0
217541,Indigo Prophecy,XB,2005.0,User_Count,39.0
217542,Indigo Prophecy,PC,2005.0,User_Count,375.0
217543,DiRT 2,PS3,2009.0,User_Count,94.0
217544,DiRT 2,X360,2009.0,User_Count,110.0
217545,DiRT 2,Wii,2009.0,User_Count,22.0
217546,DiRT 2,PSP,2009.0,User_Count,10.0
217548,DiRT 2,PC,2009.0,User_Count,352.0
217549,4 Elements,PC,2009.0,User_Count,19.0
217550,Singularity,X360,,User_Count,169.0
217551,Singularity,PS3,,User_Count,100.0
217552,Singularity,PC,2010.0,User_Count,326.0
217555,The Wolf Among Us,PS4,2014.0,User_Count,259.0
217556,The Wolf Among Us,PS3,2014.0,User_Count,48.0
217557,The Wolf Among Us,XOne,2014.0,User_Count,82.0
217558,The Wolf Among Us,PSV,2014.0,User_Count,29.0
217559,The Wolf Among Us,X360,2011.0,User_Count,88.0
217561,Half-Life,PC,1997.0,User_Count,3161.0
217562,Half-Life,PS2,2001.0,User_Count,94.0
217563,Trine 2,PC,2011.0,User_Count,667.0
217565,Blur,PS3,2010.0,User_Count,86.0
217566,Blur,X360,2010.0,User_Count,169.0
217567,Blur,PC,2010.0,User_Count,177.0
217568,Magicka,PC,2011.0,User_Count,602.0
217569,The Longest Journey,PC,1999.0,User_Count,439.0
217570,Sid Meier's Civilization IV,PC,2005.0,User_Count,909.0
217571,Euro Truck Simulator 2,PC,2012.0,User_Count,992.0
217572,Just Cause,X360,2006.0,User_Count,52.0
217573,Just Cause,PC,2006.0,User_Count,206.0
217574,Just Cause,PS2,2006.0,User_Count,41.0
217576,Sniper Elite V2,PS3,2012.0,User_Count,92.0
