Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
150673,4 Elements,PC,2009.0,Global_Sales,0.05
150674,Singularity,X360,,Global_Sales,0.32
150675,Singularity,PS3,,Global_Sales,0.24
150676,Singularity,PC,2010.0,Global_Sales,0.05
150677,CID The Dummy,PSP,2009.0,Global_Sales,0.03
150678,CID The Dummy,Wii,2009.0,Global_Sales,0.03
150679,The Wolf Among Us,PS4,2014.0,Global_Sales,0.21
150680,The Wolf Among Us,PS3,2014.0,Global_Sales,0.09
150681,The Wolf Among Us,XOne,2014.0,Global_Sales,0.08
150682,The Wolf Among Us,PSV,2014.0,Global_Sales,0.04
150683,The Wolf Among Us,X360,2011.0,Global_Sales,0.03
150684,State of Decay,XOne,2015.0,Global_Sales,0.21
150685,Half-Life,PC,1997.0,Global_Sales,4.12
150686,Half-Life,PS2,2001.0,Global_Sales,0.6
150687,Trine 2,PC,2011.0,Global_Sales,0.04
150688,Trine 2,WiiU,2012.0,Global_Sales,0.03
150689,Blur,PS3,2010.0,Global_Sales,0.72
150690,Blur,X360,2010.0,Global_Sales,0.59
150691,Blur,PC,2010.0,Global_Sales,0.06
150692,Magicka,PC,2011.0,Global_Sales,0.03
150693,The Longest Journey,PC,1999.0,Global_Sales,0.02
150694,Sid Meier's Civilization IV,PC,2005.0,Global_Sales,0.16
150695,Euro Truck Simulator 2,PC,2012.0,Global_Sales,0.13
150696,Just Cause,X360,2006.0,Global_Sales,0.14
150697,Just Cause,PC,2006.0,Global_Sales,0.02
150698,Just Cause,PS2,2006.0,Global_Sales,0.02
150699,This War of Mine,PS4,2016.0,Global_Sales,0.02
150700,Sniper Elite V2,PS3,2012.0,Global_Sales,0.96
150701,Sniper Elite V2,X360,2012.0,Global_Sales,0.84
150702,Sniper Elite V2,WiiU,2013.0,Global_Sales,0.02
150703,Stronghold 3,PC,2011.0,Global_Sales,0.16
150704,Mass Effect 2,X360,2010.0,Global_Sales,3.1
150705,Mass Effect 2,PS3,2011.0,Global_Sales,1.45
150706,Mass Effect 2,PC,2010.0,Global_Sales,0.39
150707,Borderlands,X360,2009.0,Global_Sales,3.44
150708,Borderlands,PS3,2009.0,Global_Sales,2.09
150709,Borderlands,PC,2009.0,Global_Sales,0.18
150710,EVE Online,PC,2003.0,Global_Sales,0.2
150711,DC Universe Online,PS3,2011.0,Global_Sales,0.51
150712,DC Universe Online,PC,2011.0,Global_Sales,0.23
150713,RIFT,PC,2011.0,Global_Sales,0.67
150714,Darksiders II,PS3,2012.0,Global_Sales,0.84
150715,Darksiders II,X360,2012.0,Global_Sales,0.79
150716,Darksiders II,PS4,2015.0,Global_Sales,0.22
150717,Darksiders II,PC,2012.0,Global_Sales,0.15
150718,Darksiders II,WiiU,2012.0,Global_Sales,0.15
150719,Darksiders II,XOne,2015.0,Global_Sales,0.06
150720,Anno 2070,PC,2011.0,Global_Sales,1.43
150721,Chessmaster,PS2,2003.0,Global_Sales,0.39
150722,Chessmaster,XB,2004.0,Global_Sales,0.13
150723,Chessmaster,GBA,2002.0,Global_Sales,0.04
150724,Might & Magic Heroes VI,PC,2011.0,Global_Sales,0.32
150725,Trapped Dead,PC,2011.0,Global_Sales,0.02
150726,Torchlight,PC,2009.0,Global_Sales,0.07
150727,Titan Quest,PC,2006.0,Global_Sales,0.06
150728,Duke Nukem Forever,X360,2011.0,Global_Sales,0.83
150729,Duke Nukem Forever,PS3,2011.0,Global_Sales,0.76
150730,Duke Nukem Forever,PC,2011.0,Global_Sales,0.41
150731,Company of Heroes 2,PC,2013.0,Global_Sales,0.34
150732,Battlefield 2,PC,2005.0,Global_Sales,0.08
150733,Men of War,PC,2009.0,Global_Sales,0.03
150734,Full Spectrum Warrior,XB,2004.0,Global_Sales,0.73
150735,Full Spectrum Warrior,PS2,2005.0,Global_Sales,0.3
150736,DiRT Rally,PS4,2016.0,Global_Sales,0.37
150737,DiRT Rally,XOne,2016.0,Global_Sales,0.12
150738,DiRT Rally,PC,2016.0,Global_Sales,0.03
150739,Defiance,X360,2013.0,Global_Sales,0.57
150740,Defiance,PS3,2013.0,Global_Sales,0.35
150741,Defiance,PC,2013.0,Global_Sales,0.21
150742,Tropico 5,PS4,2015.0,Global_Sales,0.31
150743,Tropico 5,PC,2014.0,Global_Sales,0.12
150744,Tropico 5,X360,2014.0,Global_Sales,0.06
150745,Football Manager 2013,PC,2012.0,Global_Sales,1.15
150746,Two Worlds II,X360,2011.0,Global_Sales,0.54
150747,Two Worlds II,PS3,2011.0,Global_Sales,0.46
150748,Two Worlds II,PC,2011.0,Global_Sales,0.2
150749,LEGO The Hobbit,PS4,2014.0,Global_Sales,0.6
150750,LEGO The Hobbit,PS3,2014.0,Global_Sales,0.46
150751,LEGO The Hobbit,X360,2014.0,Global_Sales,0.45
150752,LEGO The Hobbit,XOne,2014.0,Global_Sales,0.27
150753,LEGO The Hobbit,3DS,2014.0,Global_Sales,0.24
150754,LEGO The Hobbit,WiiU,2014.0,Global_Sales,0.22
150755,LEGO The Hobbit,PSV,2014.0,Global_Sales,0.15
150756,LEGO The Hobbit,PC,2014.0,Global_Sales,0.05
150757,LEGO Jurassic World,PS4,2015.0,Global_Sales,0.9
