Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
83865,Defiance,PC,2013.0,NA_Sales,0.14
83866,Tropico 5,PS4,2015.0,NA_Sales,0.06
83867,Tropico 5,PC,2014.0,NA_Sales,0.02
83868,Tropico 5,X360,2014.0,NA_Sales,0.03
83869,Football Manager 2013,PC,2012.0,NA_Sales,0.0
83870,Two Worlds II,X360,2011.0,NA_Sales,0.4
83871,Two Worlds II,PS3,2011.0,NA_Sales,0.26
83872,Two Worlds II,PC,2011.0,NA_Sales,0.09
83873,LEGO The Hobbit,PS4,2014.0,NA_Sales,0.13
83874,LEGO The Hobbit,PS3,2014.0,NA_Sales,0.12
83875,LEGO The Hobbit,X360,2014.0,NA_Sales,0.2
83876,LEGO The Hobbit,XOne,2014.0,NA_Sales,0.13
83877,LEGO The Hobbit,3DS,2014.0,NA_Sales,0.1
83878,LEGO The Hobbit,WiiU,2014.0,NA_Sales,0.09
83879,LEGO The Hobbit,PSV,2014.0,NA_Sales,0.02
83880,LEGO The Hobbit,PC,2014.0,NA_Sales,0.0
83881,LEGO Jurassic World,PS4,2015.0,NA_Sales,0.32
83882,LEGO Jurassic World,X360,2015.0,NA_Sales,0.47
83883,LEGO Jurassic World,PS3,2015.0,NA_Sales,0.35
83884,LEGO Jurassic World,XOne,2015.0,NA_Sales,0.38
83885,LEGO Jurassic World,3DS,2015.0,NA_Sales,0.31
83886,LEGO Jurassic World,WiiU,2015.0,NA_Sales,0.27
83887,LEGO Jurassic World,PSV,2015.0,NA_Sales,0.05
83888,LEGO Jurassic World,PC,2015.0,NA_Sales,0.0
83889,BioShock 2,X360,2010.0,NA_Sales,1.45
83890,BioShock 2,PS3,2010.0,NA_Sales,0.85
83891,BioShock 2,PC,,NA_Sales,0.02
83892,Homeworld Remastered Collection,PC,,NA_Sales,0.0
83893,Dead Space 2,X360,2011.0,NA_Sales,0.94
83894,Dead Space 2,PS3,2011.0,NA_Sales,0.73
83895,Dead Space 2,PC,2011.0,NA_Sales,0.13
83896,Crysis,PC,2007.0,NA_Sales,0.0
83897,Prey,X360,2006.0,NA_Sales,0.27
83898,Prey,PC,2006.0,NA_Sales,0.0
83899,F.E.A.R. 3,PS3,2011.0,NA_Sales,0.21
83900,F.E.A.R. 3,X360,2011.0,NA_Sales,0.3
83901,F.E.A.R. 3,PC,2011.0,NA_Sales,0.04
83902,F.E.A.R. Perseus Mandate,PC,2007.0,NA_Sales,0.01
83903,Fable III,X360,2010.0,NA_Sales,3.59
83904,Fable III,PC,2011.0,NA_Sales,0.1
83905,Football Manager 2011,PC,2010.0,NA_Sales,0.0
83906,Stronghold Kingdoms,PC,2011.0,NA_Sales,0.0
83907,Enclave,XB,2002.0,NA_Sales,0.11
83908,Football Manager 2012,PC,2011.0,NA_Sales,0.02
83909,Football Manager 2012,PSP,2011.0,NA_Sales,0.0
83910,Football Manager 2015,PC,2014.0,NA_Sales,0.0
83911,F1 2012,PS3,2012.0,NA_Sales,0.12
83912,F1 2012,X360,2012.0,NA_Sales,0.1
83913,F1 2012,PC,2012.0,NA_Sales,0.01
83914,Homefront,X360,2011.0,NA_Sales,0.83
83915,Homefront,PS3,2011.0,NA_Sales,0.32
83916,Homefront,PC,2011.0,NA_Sales,0.11
83917,Football Manager 2014,PC,2013.0,NA_Sales,0.0
83918,Football Manager 2014,PSV,2013.0,NA_Sales,0.0
83919,Football Manager 2016,PC,2015.0,NA_Sales,0.0
83920,Test Drive Unlimited 2,X360,,NA_Sales,0.3
83921,Test Drive Unlimited 2,PS3,,NA_Sales,0.16
83922,Test Drive Unlimited 2,PC,,NA_Sales,0.05
83923,Mortal Kombat X,PS4,2015.0,NA_Sales,1.5
83924,Mortal Kombat X,XOne,2015.0,NA_Sales,1.03
83925,Mortal Kombat X,PC,2015.0,NA_Sales,0.01
83926,Max Payne 3,PS3,2012.0,NA_Sales,0.59
83927,Max Payne 3,X360,2012.0,NA_Sales,0.86
83928,Max Payne 3,PC,2012.0,NA_Sales,0.16
83929,Shovel Knight,3DS,2015.0,NA_Sales,0.08
83930,Shovel Knight,WiiU,2015.0,NA_Sales,0.05
83931,Shovel Knight,PS4,2015.0,NA_Sales,0.03
83932,The Last Remnant,X360,2008.0,NA_Sales,0.25
83933,The Last Remnant,PC,2009.0,NA_Sales,0.0
83934,The Evil Within,PS4,2014.0,NA_Sales,0.55
83935,The Evil Within,PS3,2014.0,NA_Sales,0.26
83936,The Evil Within,XOne,2014.0,NA_Sales,0.35
83937,The Evil Within,X360,2014.0,NA_Sales,0.25
83938,The Evil Within,PC,2014.0,NA_Sales,0.1
83939,Rayman Legends,PS4,2014.0,NA_Sales,0.22
83940,Rayman Legends,WiiU,2013.0,NA_Sales,0.25
83941,Rayman Legends,PS3,2013.0,NA_Sales,0.14
83942,Rayman Legends,X360,2013.0,NA_Sales,0.19
83943,Rayman Legends,XOne,2014.0,NA_Sales,0.13
83944,Rayman Legends,PSV,2014.0,NA_Sales,0.01
83945,Guild Wars,PC,2005.0,NA_Sales,0.03
83946,Evolve,PS4,2015.0,NA_Sales,0.36
83947,Evolve,XOne,2015.0,NA_Sales,0.37
83948,Evolve,PC,2015.0,NA_Sales,0.08
83949,Far Cry,PC,2004.0,NA_Sales,0.0
83950,Risen,X360,2009.0,NA_Sales,0.07
83951,Risen,PC,2009.0,NA_Sales,0.0
83952,FlatOut 2,PS2,2006.0,NA_Sales,0.08
83953,FlatOut 2,XB,2006.0,NA_Sales,0.03
83954,Farming Simulator 2011,PC,2010.0,NA_Sales,0.0
83955,NBA 2K15,PS4,2014.0,NA_Sales,1.47
83956,NBA 2K15,XOne,2014.0,NA_Sales,1.37
83957,NBA 2K15,X360,2014.0,NA_Sales,1.35
83958,NBA 2K15,PS3,2014.0,NA_Sales,0.87
83959,NASCAR '14,X360,2014.0,NA_Sales,0.15
83960,NASCAR '14,PS3,2014.0,NA_Sales,0.09
83961,Mortal Kombat Kollection,PS2,2008.0,NA_Sales,0.04
83962,Legendary,X360,2008.0,NA_Sales,0.08
83963,Legendary,PS3,2008.0,NA_Sales,0.08
83964,Legendary,PC,2008.0,NA_Sales,0.0
83965,Supreme Commander 2,X360,2010.0,NA_Sales,0.23
83966,Supreme Commander 2,PC,2010.0,NA_Sales,0.0
83967,Supreme Commander,X360,2008.0,NA_Sales,0.07
83968,Supreme Commander,PC,2007.0,NA_Sales,0.0
83969,Football Manager 2010,PC,2009.0,NA_Sales,0.0
83970,The Darkness II,X360,2012.0,NA_Sales,0.24
83971,The Darkness II,PS3,2012.0,NA_Sales,0.14
83972,The Darkness II,PC,2012.0,NA_Sales,0.1
83973,Grand Theft Auto III,PS2,2001.0,NA_Sales,6.99
83974,Grand Theft Auto III,PC,2002.0,NA_Sales,0.0
83975,Assassin's Creed,X360,2007.0,NA_Sales,3.28
83976,Assassin's Creed,PS3,2007.0,NA_Sales,1.91
83977,Assassin's Creed,PC,2008.0,NA_Sales,0.01
83978,Majesty 2 Collection,PC,2011.0,NA_Sales,0.0
83979,Wasteland 2,PS4,2015.0,NA_Sales,0.08
83980,Wasteland 2,PC,2015.0,NA_Sales,0.03
83981,Wasteland 2,XOne,2015.0,NA_Sales,0.04
83982,Gothic 3,PC,2006.0,NA_Sales,0.0
83983,Dead Rising 2,X360,2010.0,NA_Sales,0.75
83984,Dead Rising 2,PS3,2010.0,NA_Sales,0.43
83985,Dead Rising 2,PC,2010.0,NA_Sales,0.1
83986,Dead Rising 2,PS4,2016.0,NA_Sales,0.01
83987,Dead Rising 2,XOne,2016.0,NA_Sales,0.01
83988,Rogue Warrior,PS3,2009.0,NA_Sales,0.11
83989,Rogue Warrior,X360,2009.0,NA_Sales,0.09
83990,Worms Armageddon,PS,1999.0,NA_Sales,0.18
83991,Worms Armageddon,N64,1999.0,NA_Sales,0.03
83992,Farming Simulator 2013,PC,2012.0,NA_Sales,0.0
83993,Farming Simulator 2013,X360,2013.0,NA_Sales,0.22
83994,Farming Simulator 2013,PS3,2013.0,NA_Sales,0.0
83995,GRID Autosport,PS3,2014.0,NA_Sales,0.05
83996,GRID Autosport,X360,2014.0,NA_Sales,0.03
83997,GRID Autosport,PC,2014.0,NA_Sales,0.0
83998,Red Faction,PS2,2001.0,NA_Sales,0.76
83999,Overlord II,X360,2009.0,NA_Sales,0.15
84000,Overlord II,PS3,2009.0,NA_Sales,0.11
84001,Overlord II,PC,2009.0,NA_Sales,0.0
84002,Overlord,X360,2007.0,NA_Sales,0.34
84003,Overlord,PC,2007.0,NA_Sales,0.0
84004,Goodbye Deponia,PC,2013.0,NA_Sales,0.0
84005,Deponia,PC,2012.0,NA_Sales,0.0
84006,Sid Meier's Pirates!,PSP,2007.0,NA_Sales,0.16
84007,Sid Meier's Pirates!,Wii,2010.0,NA_Sales,0.13
84008,Sid Meier's Pirates!,XB,2005.0,NA_Sales,0.11
