Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
100468,Project CARS,PS4,2015.0,EU_Sales,0.7
100469,Project CARS,XOne,2015.0,EU_Sales,0.13
100470,Project CARS,PC,2015.0,EU_Sales,0.12
100471,World of Goo,PC,2008.0,EU_Sales,0.03
100472,Machinarium,PC,2009.0,EU_Sales,0.09
100473,Braid,PC,2009.0,EU_Sales,0.02
100474,Botanicula,PC,2012.0,EU_Sales,0.02
100475,Terraria,X360,2013.0,EU_Sales,0.27
100476,Terraria,PS3,2013.0,EU_Sales,0.2
100477,Terraria,PC,2011.0,EU_Sales,0.13
100478,Terraria,PSV,2013.0,EU_Sales,0.01
100479,Terraria,3DS,2016.0,EU_Sales,0.04
100480,Terraria,PS4,2014.0,EU_Sales,0.05
100481,Terraria,XOne,2014.0,EU_Sales,0.04
100482,Terraria,WiiU,2016.0,EU_Sales,0.03
100483,Saints Row 2,X360,2008.0,EU_Sales,0.79
100484,Saints Row 2,PS3,2008.0,EU_Sales,0.54
100485,Saints Row 2,PC,2009.0,EU_Sales,0.03
100486,GRID,PS3,2008.0,EU_Sales,0.56
100487,GRID,X360,2008.0,EU_Sales,0.44
100488,GRID,DS,,EU_Sales,0.0
100489,GRID,PC,,EU_Sales,0.03
100490,Darksiders,X360,2010.0,EU_Sales,0.28
100491,Darksiders,PC,2010.0,EU_Sales,0.06
100492,Darksiders,PS3,2010.0,EU_Sales,0.0
100493,Worms Reloaded,PC,2010.0,EU_Sales,0.04
100494,Alan Wake,X360,2010.0,EU_Sales,0.5
100495,Alan Wake,PC,2012.0,EU_Sales,0.06
100496,Peggle Nights,PC,2008.0,EU_Sales,0.01
100497,Puzzler World 2,DS,2010.0,EU_Sales,0.07
100498,Bejeweled 3,DS,,EU_Sales,0.02
100499,Bejeweled 3,PS3,,EU_Sales,0.0
100500,Bejeweled 3,X360,,EU_Sales,0.0
100501,Bejeweled 3,PC,2010.0,EU_Sales,0.05
100502,The Book of Unwritten Tales,PC,2009.0,EU_Sales,0.08
100503,The Movies,PC,2005.0,EU_Sales,0.03
100504,The Testament of Sherlock Holmes,PS3,2012.0,EU_Sales,0.14
100505,The Testament of Sherlock Holmes,PC,2012.0,EU_Sales,0.06
100506,The Testament of Sherlock Holmes,X360,2012.0,EU_Sales,0.02
100507,Indigo Prophecy,PS2,2005.0,EU_Sales,0.06
100508,Indigo Prophecy,XB,2005.0,EU_Sales,0.03
100509,Indigo Prophecy,PC,2005.0,EU_Sales,0.02
100510,DiRT 2,PS3,2009.0,EU_Sales,0.52
100511,DiRT 2,X360,2009.0,EU_Sales,0.39
100512,DiRT 2,Wii,2009.0,EU_Sales,0.22
100513,DiRT 2,PSP,2009.0,EU_Sales,0.15
100514,DiRT 2,DS,2009.0,EU_Sales,0.04
100515,DiRT 2,PC,2009.0,EU_Sales,0.04
100516,4 Elements,PC,2009.0,EU_Sales,0.04
100517,Singularity,X360,,EU_Sales,0.05
100518,Singularity,PS3,,EU_Sales,0.04
100519,Singularity,PC,2010.0,EU_Sales,0.04
100520,CID The Dummy,PSP,2009.0,EU_Sales,0.0
100521,CID The Dummy,Wii,2009.0,EU_Sales,0.0
100522,The Wolf Among Us,PS4,2014.0,EU_Sales,0.07
100523,The Wolf Among Us,PS3,2014.0,EU_Sales,0.02
100524,The Wolf Among Us,XOne,2014.0,EU_Sales,0.02
100525,The Wolf Among Us,PSV,2014.0,EU_Sales,0.0
100526,The Wolf Among Us,X360,2011.0,EU_Sales,0.02
100527,State of Decay,XOne,2015.0,EU_Sales,0.05
100528,Half-Life,PC,1997.0,EU_Sales,0.0
100529,Half-Life,PS2,2001.0,EU_Sales,0.23
100530,Trine 2,PC,2011.0,EU_Sales,0.03
100531,Trine 2,WiiU,2012.0,EU_Sales,0.03
100532,Blur,PS3,2010.0,EU_Sales,0.36
100533,Blur,X360,2010.0,EU_Sales,0.27
100534,Blur,PC,2010.0,EU_Sales,0.04
100535,Magicka,PC,2011.0,EU_Sales,0.02
100536,The Longest Journey,PC,1999.0,EU_Sales,0.01
100537,Sid Meier's Civilization IV,PC,2005.0,EU_Sales,0.12
100538,Euro Truck Simulator 2,PC,2012.0,EU_Sales,0.12
100539,Just Cause,X360,2006.0,EU_Sales,0.03
100540,Just Cause,PC,2006.0,EU_Sales,0.01
100541,Just Cause,PS2,2006.0,EU_Sales,0.01
100542,This War of Mine,PS4,2016.0,EU_Sales,0.01
100543,Sniper Elite V2,PS3,2012.0,EU_Sales,0.38
