Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
200905,Two Worlds II,PC,2011.0,User_Score,6.5
200906,LEGO The Hobbit,PS4,2014.0,User_Score,6.6
200907,LEGO The Hobbit,PS3,2014.0,User_Score,7
200908,LEGO The Hobbit,X360,2014.0,User_Score,8.7
200909,LEGO The Hobbit,XOne,2014.0,User_Score,6.8
200911,LEGO The Hobbit,WiiU,2014.0,User_Score,7.8
200912,LEGO The Hobbit,PSV,2014.0,User_Score,2.5
200914,LEGO Jurassic World,PS4,2015.0,User_Score,7
200915,LEGO Jurassic World,X360,2015.0,User_Score,7.1
200916,LEGO Jurassic World,PS3,2015.0,User_Score,7.4
200917,LEGO Jurassic World,XOne,2015.0,User_Score,6.7
200918,LEGO Jurassic World,3DS,2015.0,User_Score,7.2
200919,LEGO Jurassic World,WiiU,2015.0,User_Score,8.1
200920,LEGO Jurassic World,PSV,2015.0,User_Score,7.6
200921,LEGO Jurassic World,PC,2015.0,User_Score,7.1
200922,BioShock 2,X360,2010.0,User_Score,8.2
200923,BioShock 2,PS3,2010.0,User_Score,8.2
200924,BioShock 2,PC,,User_Score,8
200925,Homeworld Remastered Collection,PC,,User_Score,8.2
200926,Dead Space 2,X360,2011.0,User_Score,8.6
200927,Dead Space 2,PS3,2011.0,User_Score,8.4
200928,Dead Space 2,PC,2011.0,User_Score,8.3
200929,Crysis,PC,2007.0,User_Score,8
200930,Prey,X360,2006.0,User_Score,7.3
200932,F.E.A.R. 3,PS3,2011.0,User_Score,7.1
200933,F.E.A.R. 3,X360,2011.0,User_Score,7
200934,F.E.A.R. 3,PC,2011.0,User_Score,5.9
200935,F.E.A.R. Perseus Mandate,PC,2007.0,User_Score,7.3
200936,Fable III,X360,2010.0,User_Score,6.5
200937,Fable III,PC,2011.0,User_Score,5.4
200938,Football Manager 2011,PC,2010.0,User_Score,8.4
200939,Stronghold Kingdoms,PC,2011.0,User_Score,4.9
200940,Enclave,XB,2002.0,User_Score,8.4
200941,Football Manager 2012,PC,2011.0,User_Score,8
200943,Football Manager 2015,PC,2014.0,User_Score,6
200944,F1 2012,PS3,2012.0,User_Score,7.5
200945,F1 2012,X360,2012.0,User_Score,6.9
200946,F1 2012,PC,2012.0,User_Score,6.9
200947,Homefront,X360,2011.0,User_Score,6
200948,Homefront,PS3,2011.0,User_Score,5.7
200949,Homefront,PC,2011.0,User_Score,5.5
200950,Football Manager 2014,PC,2013.0,User_Score,5.5
200952,Football Manager 2016,PC,2015.0,User_Score,6.9
200953,Test Drive Unlimited 2,X360,,User_Score,6.4
200954,Test Drive Unlimited 2,PS3,,User_Score,6.1
200955,Test Drive Unlimited 2,PC,,User_Score,5.7
200956,Mortal Kombat X,PS4,2015.0,User_Score,7.7
200957,Mortal Kombat X,XOne,2015.0,User_Score,7.3
200958,Mortal Kombat X,PC,2015.0,User_Score,5.1
200959,Max Payne 3,PS3,2012.0,User_Score,7.8
200960,Max Payne 3,X360,2012.0,User_Score,7.8
200961,Max Payne 3,PC,2012.0,User_Score,7.6
200962,Shovel Knight,3DS,2015.0,User_Score,8.2
200963,Shovel Knight,WiiU,2015.0,User_Score,8.3
200964,Shovel Knight,PS4,2015.0,User_Score,7.6
200965,The Last Remnant,X360,2008.0,User_Score,6.9
200966,The Last Remnant,PC,2009.0,User_Score,8.3
200967,The Evil Within,PS4,2014.0,User_Score,7.3
200968,The Evil Within,PS3,2014.0,User_Score,7.6
200969,The Evil Within,XOne,2014.0,User_Score,7.3
200970,The Evil Within,X360,2014.0,User_Score,7.6
200971,The Evil Within,PC,2014.0,User_Score,5.9
200972,Rayman Legends,PS4,2014.0,User_Score,8.5
200973,Rayman Legends,WiiU,2013.0,User_Score,8.7
200974,Rayman Legends,PS3,2013.0,User_Score,8.7
200975,Rayman Legends,X360,2013.0,User_Score,8.2
200976,Rayman Legends,XOne,2014.0,User_Score,7.9
200977,Rayman Legends,PSV,2014.0,User_Score,8.4
200978,Guild Wars,PC,2005.0,User_Score,8.4
200979,Evolve,PS4,2015.0,User_Score,4.3
200980,Evolve,XOne,2015.0,User_Score,5.1
200981,Evolve,PC,2015.0,User_Score,4.3
200982,Far Cry,PC,2004.0,User_Score,8.1
200983,Risen,X360,2009.0,User_Score,6.4
200984,Risen,PC,2009.0,User_Score,8.1
200985,FlatOut 2,PS2,2006.0,User_Score,7.5
200986,FlatOut 2,XB,2006.0,User_Score,7.3
200987,Farming Simulator 2011,PC,2010.0,User_Score,7
200988,NBA 2K15,PS4,2014.0,User_Score,7
200989,NBA 2K15,XOne,2014.0,User_Score,6.3
200990,NBA 2K15,X360,2014.0,User_Score,3
200991,NBA 2K15,PS3,2014.0,User_Score,3.5
200992,NASCAR '14,X360,2014.0,User_Score,5.1
200993,NASCAR '14,PS3,2014.0,User_Score,4.6
200994,Mortal Kombat Kollection,PS2,2008.0,User_Score,tbd
200995,Legendary,X360,2008.0,User_Score,7.1
200996,Legendary,PS3,2008.0,User_Score,7.1
200997,Legendary,PC,2008.0,User_Score,6.6
200998,Supreme Commander 2,X360,2010.0,User_Score,7.1
200999,Supreme Commander 2,PC,2010.0,User_Score,6.2
201000,Supreme Commander,X360,2008.0,User_Score,5.7
201001,Supreme Commander,PC,2007.0,User_Score,8.3
201002,Football Manager 2010,PC,2009.0,User_Score,9
201003,The Darkness II,X360,2012.0,User_Score,7.5
201004,The Darkness II,PS3,2012.0,User_Score,7.6
201005,The Darkness II,PC,2012.0,User_Score,7.6
201006,Grand Theft Auto III,PS2,2001.0,User_Score,8.5
201007,Grand Theft Auto III,PC,2002.0,User_Score,8.4
201008,Assassin's Creed,X360,2007.0,User_Score,7.7
201009,Assassin's Creed,PS3,2007.0,User_Score,7.3
201011,Majesty 2 Collection,PC,2011.0,User_Score,8.3
201013,Wasteland 2,PC,2015.0,User_Score,7.3
201014,Wasteland 2,XOne,2015.0,User_Score,7.1
201015,Gothic 3,PC,2006.0,User_Score,7.3
201016,Dead Rising 2,X360,2010.0,User_Score,6.9
201017,Dead Rising 2,PS3,2010.0,User_Score,6.7
201018,Dead Rising 2,PC,2010.0,User_Score,6.3
201019,Dead Rising 2,PS4,2016.0,User_Score,6.6
201020,Dead Rising 2,XOne,2016.0,User_Score,tbd
201021,Rogue Warrior,PS3,2009.0,User_Score,2.8
201022,Rogue Warrior,X360,2009.0,User_Score,2.8
201025,Farming Simulator 2013,PC,2012.0,User_Score,7.5
201026,Farming Simulator 2013,X360,2013.0,User_Score,6.2
201027,Farming Simulator 2013,PS3,2013.0,User_Score,2.9
201028,GRID Autosport,PS3,2014.0,User_Score,6.8
201029,GRID Autosport,X360,2014.0,User_Score,6
201030,GRID Autosport,PC,2014.0,User_Score,6.2
201031,Red Faction,PS2,2001.0,User_Score,8
201032,Overlord II,X360,2009.0,User_Score,7.2
201033,Overlord II,PS3,2009.0,User_Score,7.6
201034,Overlord II,PC,2009.0,User_Score,8.1
201035,Overlord,X360,2007.0,User_Score,8.3
201036,Overlord,PC,2007.0,User_Score,8.1
201037,Goodbye Deponia,PC,2013.0,User_Score,7.9
201038,Deponia,PC,2012.0,User_Score,8.2
201042,Dragon's Lair,DS,2010.0,User_Score,tbd
201043,Star Trek Online,PC,2010.0,User_Score,6.2
201044,Child of Light,PSV,2014.0,User_Score,7.8
201045,Child of Light,PS4,2014.0,User_Score,8
201046,Hearts of Iron III,PC,2009.0,User_Score,7.1
201047,Sengoku,PC,2011.0,User_Score,6.8
201048,Pro Evolution Soccer 2015,PS4,2014.0,User_Score,7.2
201049,Pro Evolution Soccer 2015,PS3,2014.0,User_Score,7.8
201050,Pro Evolution Soccer 2015,XOne,2014.0,User_Score,7.3
201051,Pro Evolution Soccer 2015,X360,2014.0,User_Score,6.8
201052,Pro Evolution Soccer 2015,PC,2014.0,User_Score,5.8
201053,Street Fighter IV,PS3,2009.0,User_Score,7.3
201054,Street Fighter IV,X360,2009.0,User_Score,7.3
201055,Street Fighter IV,PC,,User_Score,8
201057,Bejeweled 2 Deluxe,PC,2006.0,User_Score,tbd
201058,Dead Rising 3,XOne,2013.0,User_Score,6.8
201059,Just Cause 3,PS4,2015.0,User_Score,6.5
201060,Just Cause 3,XOne,2015.0,User_Score,7
201061,Just Cause 3,PC,2015.0,User_Score,5.3
201062,X Rebirth,PC,2013.0,User_Score,3.3
201063,Way of the Samurai 4,PS3,2011.0,User_Score,6.5
201064,F1 2014,PS3,2014.0,User_Score,4.1
201065,F1 2014,X360,2014.0,User_Score,4.1
201066,F1 2014,PC,2014.0,User_Score,4.8
201067,Sniper Elite,PS2,2005.0,User_Score,8.9
201068,Sniper Elite,Wii,2010.0,User_Score,tbd
201069,Sniper Elite,XB,2005.0,User_Score,8.5
201070,Sniper Elite,PC,2005.0,User_Score,8
201071,Tom Clancy's EndWar,X360,2008.0,User_Score,7.2
201072,Tom Clancy's EndWar,PS3,2008.0,User_Score,6.6
201073,Tom Clancy's EndWar,PSP,2008.0,User_Score,5.9
201074,Tom Clancy's EndWar,DS,2008.0,User_Score,5.8
201075,Tom Clancy's EndWar,PC,2009.0,User_Score,6.7
201076,Fallout 3,X360,2008.0,User_Score,8.5
201077,Fallout 3,PS3,2008.0,User_Score,8
201078,Fallout 3,PC,2008.0,User_Score,7.9
201079,Evil Genius,PC,2004.0,User_Score,8.3
201080,Pillars of Eternity,PC,2014.0,User_Score,8.3
201081,Tales of Zestiria,PS3,2015.0,User_Score,8
201082,Tales of Zestiria,PS4,2015.0,User_Score,6.8
201083,Trials Fusion,PS4,2014.0,User_Score,7.2
201084,Trials Fusion,XOne,2014.0,User_Score,7.1
201085,Trials Fusion,PC,2014.0,User_Score,6.8
201086,Bulletstorm,X360,2011.0,User_Score,7.6
201087,Bulletstorm,PS3,2011.0,User_Score,7.7
201088,Bulletstorm,PC,2011.0,User_Score,7.7
201089,NBA 2K16,PS4,2015.0,User_Score,6.7
201090,NBA 2K16,XOne,2015.0,User_Score,6.2
201091,NBA 2K16,X360,2015.0,User_Score,3.2
201092,NBA 2K16,PS3,2015.0,User_Score,4.6
201093,NBA 2K16,PC,2015.0,User_Score,5.7
201100,Grand Theft Auto,GBA,2004.0,User_Score,7.1
201101,Mini Ninjas,Wii,2009.0,User_Score,8.3
201102,Mini Ninjas,PS3,2009.0,User_Score,8.7
201103,Mini Ninjas,DS,2009.0,User_Score,5.8
201104,Mini Ninjas,X360,2009.0,User_Score,8.4
201105,Mini Ninjas,PC,2009.0,User_Score,8.3
201106,Ikaruga,GC,2003.0,User_Score,8.5
201107,WWE 2K15,PS4,2014.0,User_Score,5.1
201108,WWE 2K15,PS3,2014.0,User_Score,3.1
201109,WWE 2K15,X360,2014.0,User_Score,4
201110,WWE 2K15,XOne,2014.0,User_Score,5.7
201111,Dungeon Siege III,PS3,2011.0,User_Score,6.3
201112,Dungeon Siege III,X360,2011.0,User_Score,5.9
201113,Dungeon Siege III,PC,2011.0,User_Score,4.7
201114,15 Days,PC,2009.0,User_Score,5.8
201115,The Secret World,PC,2012.0,User_Score,8.2
201116,Alpha Protocol,PS3,2010.0,User_Score,6.9
201117,Alpha Protocol,X360,2010.0,User_Score,7.2
201118,Alpha Protocol,PC,2010.0,User_Score,7.5
201120,Syberia,DS,2008.0,User_Score,tbd
201121,Syberia,XB,2003.0,User_Score,7
201122,Syberia,PC,2002.0,User_Score,8.5
201125,Zombie Army Trilogy,PS4,2015.0,User_Score,6.8
201126,Zombie Army Trilogy,XOne,2015.0,User_Score,7.2
201127,Airline Tycoon 2,PC,2011.0,User_Score,5.5
201128,Cities XL 2012,PC,2011.0,User_Score,5.6
201129,Remember Me,PS3,2013.0,User_Score,7.4
201130,Remember Me,X360,2013.0,User_Score,7.5
201131,Remember Me,PC,2013.0,User_Score,7.4
201135,Tomb Raider II,PC,1997.0,User_Score,8.3
201136,X-Blades,X360,2009.0,User_Score,5.4
201137,X-Blades,PS3,2009.0,User_Score,5.9
